ArrestID,Incident,Arrest Date,Arrest Time,Age,Sex,Race,Ethnicity,Law,Crime LongID,Code Description,Attempt,Arrest type,Last 30 Days,City,State,Neighborhood Association,NeighborhoodXY
APD*210001374,"18,153,171",8/16/2021 0:00,8:46,29,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Arrest Warrant,FALSE,Albany,NY,Black,
APD*210000596,"21,047,432",4/18/2021 0:00,20:39,29,M,B,N,PL,PL 120.15         BM3,MENACING 3RD,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7781040852 42.6749695802)
APD*210001276,"21,097,315",7/29/2021 0:00,1:34,23,M,B,N,PL,PL 145.05   02    EF3,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7532258347 42.6622200365)
APD*210000283,"21,021,415",2/20/2021 0:00,22:00,54,M,B,N,PL,PL 220.03         AM7,CRIM POSS CONTRL SUBST,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000129,"21,006,599",1/25/2021 0:00,22:30,23,F,B,N,PL,PL 115.00   01    AM4,CRIMINAL FACILITATION -4TH,C,Complaint,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000126,"21,008,851",1/25/2021 0:00,15:00,47,M,B,N,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,C,Arrest Warrant,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000123,"20,149,590",1/25/2021 0:00,14:47,39,M,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Complaint,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210001218,"21,082,554",7/20/2021 0:00,12:40,25,M,B,N,PL,PL 155.30   01    EF4,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000465,"21,015,901",2/7/2021 0:00,16:45,25,F,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Arrest Warrant,FALSE,Albany,NY,Black,
APD*210000216,"19,093,539",2/20/2021 0:00,13:00,43,F,B,N,PL,PL 155.30   04    EF4,GRAND LARCENY 4  CREDIT CARD,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000028,"21,003,644",1/9/2021 0:00,18:14,41,M,B,N,PL,PL 215.50   03    AM2,DISOBEY MANDATE EXC  JL 753A-2,C,Order of Protection,FALSE,Albany,NY,Black,POINT (-73.7942911217 42.6514058554)
APD*210000050,"20,141,226",1/13/2021 0:00,11:15,40,M,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Complaint,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000282,"21,021,104",2/20/2021 0:00,7:30,65,F,B,N,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000023,"21,003,212",1/8/2021 0:00,17:30,28,M,W,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Complaint,FALSE,Albany,NY,Black,
APD*210001640,"21,121,535",9/13/2021 0:00,12:52,42,M,W,N,PL,PL 265.01   01    AM4,CRIM POSS WEAP FIREARM/KNIFE,C,Crime in Progress,TRUE,Albany,NY,Black,POINT (-73.7452874985 42.6728269867)
APD*210001382,"21,107,069",8/16/2021 0:00,23:49,21,M,W,N,PL,PL 145.05   02    EF3,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7574072754 42.6566895795)
APD*210001648,"20,087,992",9/14/2021 0:00,10:30,22,F,B,N,PL,PL 195.05         AM2,OBSTRUCT GOVERNMENTL ADMIN 2ND,C,Arrest Warrant,TRUE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210001377,"20,077,377",8/16/2021 0:00,17:30,38,M,W,U,PL,PL 155.25         AM0,PETIT LARCENY,C,Arrest Warrant,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210001562,"21,117,678",9/5/2021 0:00,23:49,30,M,B,N,PL,PL 215.50   03    AM2,DISOBEY MANDATE EXC  JL 753A-2,C,Order of Protection,TRUE,Albany,NY,Black,POINT (-73.7532258347 42.6622200365)
APD*210000552,"21,042,058",4/8/2021 0:00,17:25,49,M,B,N,PL,PL 125.25   01    AF2,MURDER  INTENTION,A,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000121,"21,010,116",1/25/2021 0:00,10:44,61,M,B,N,PL,PL 165.40         AM5,CRIM POSSESSION STOLN PROP 5TH,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7866126905 42.6626959378)
APD*210001316,"21,102,027",8/7/2021 0:00,5:52,18,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7866126905 42.6626959378)
APD*210000828,"21,031,238",3/14/2021 0:00,15:45,29,F,W,N,PL,PL 155.30   01    EF4,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,C,Arrest Warrant,FALSE,Albany,NY,No. Albany / Shaker Park,POINT (-73.7452874985 42.6728269867)
APD*210000288,"20,088,343",2/21/2021 0:00,16:00,35,M,B,N,PL,PL 120.20         AM2,RECKLESS ENDANGERMENT 2ND,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000767,"18,126,078",5/17/2021 0:00,8:58,38,F,B,N,PL,PL 158.15         DF3,WELFARE FRAUD-3RD DEGREE,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001668,"21,123,274",9/16/2021 0:00,15:36,43,M,W,N,PL,PL 145.00   01H   EF4,CRIMINAL MISCHIEF-4/HATE CRIME,C,Crime in Progress,TRUE,Albany,NY,Black,
APD*210000018,"20,049,959",1/7/2021 0:00,16:00,58,M,B,N,PL,PL 140.20         DF3,BURGLARY 3RD,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000600,"21,047,958",4/19/2021 0:00,21:33,32,M,B,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210001215,"21,092,460",7/20/2021 0:00,1:36,32,M,B,N,PL,PL 220.06   05    DF5,CRIM POSS CONTL SUB COCAINE,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000055,"21,003,107",1/14/2021 0:00,10:30,53,M,B,N,PL,PL 120.14   01    AM2,MENACING-2ND - WEAPON,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210001381,"21,106,940",8/16/2021 0:00,16:51,47,M,W,N,PL,PL 140.10   0A    BM3,CRIM TRESAPSS 3RD - ENCLSD PROP,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7452874985 42.6728269867)
APD*210000599,"21,044,762",4/19/2021 0:00,20:30,22,F,B,N,PL,PL 140.25   02    CF2,BURG:W/CRI INT - DWELLING,C,Arrest Warrant,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210001367,"21,105,905",8/14/2021 0:00,14:50,31,F,B,N,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7532258347 42.6622200365)
APD*210001320,"21,102,515",8/8/2021 0:00,5:48,40,M,B,N,PL,PL 195.05         AM2,OBSTRUCT GOVERNMENTL ADMIN 2ND,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210001318,"21,102,494",8/8/2021 0:00,3:28,40,F,B,N,PL,PL 135.05         AM2,UNLAWFUL IMPRISONMENT 2ND,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7866126905 42.6626959378)
APD*210000053,"20,138,717",1/14/2021 0:00,9:00,76,M,W,N,PL,PL 140.20         DF3,BURGLARY 3RD,C,Complaint,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000065,"16,414,446",1/15/2021 0:00,18:00,22,F,B,N,PL,PL 155.30   04    EF4,GRAND LARCENY 4  CREDIT CARD,C,Arrest Warrant,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000640,"21,002,165",4/27/2021 0:00,10:49,56,M,W,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Complaint,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210001319,"21,102,499",8/8/2021 0:00,4:00,41,M,B,N,PL,PL 215.52   01    DF0,AGGRAV CRIM CONTEMPT:VIOL ORDER PROTECTION-CAUSE PHYS INJURY,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000122,"21,010,173",1/25/2021 0:00,9:56,61,M,B,N,PL,PL 140.25   02    CF2,BURG:W/CRI INT - DWELLING,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7866126905 42.6626959378)
APD*210000554,"21,043,045",4/9/2021 0:00,3:50,42,F,W,N,PL,PL 215.51   C     EF1,CRIM CONTEMPT 1/PRIOR CONV,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7985897295 42.6817391392)
APD*210001466,"21,113,507",8/29/2021 0:00,1:32,33,M,B,N,PL,PL 215.50   03    AM2,DISOBEY MANDATE EXC  JL 753A-2,C,Crime in Progress,TRUE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000127,"20,160,920",1/25/2021 0:00,13:47,51,M,B,U,PL,PL 165.45   02    EF4,CPSP 4 CREDIT CARD,C,Arrest Warrant,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000125,"20,145,647",1/25/2021 0:00,14:47,39,M,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Complaint,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000508,"20,043,456",3/29/2021 0:00,14:00,45,F,B,N,PL,PL 215.50   03    AM2,DISOBEY MANDATE EXC  JL 753A-2,C,Summons,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000765,"21,060,375",5/17/2021 0:00,2:03,32,M,B,N,PL,PL 175.35         EF1,OFFER FILE FALSE INSTRUMNT-1ST,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210001180,"21,090,338",7/15/2021 0:00,15:45,39,M,B,N,PL,PL 265.03   03    CF2,CPW-2ND: LOADED FIREARM,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000025,"21,003,412",1/9/2021 0:00,2:11,28,M,B,N,PL,PL 220.03         AM7,CRIM POSS CONTRL SUBST,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210001278,"21,097,860",7/30/2021 0:00,8:54,29,M,B,N,PL,PL 220.16   01    BF3,CRIM POSS NARCO DRUG INT/SELL,C,Other,FALSE,Albany,NY,Black,
APD*210001469,"21,113,790",8/29/2021 0:00,18:58,50,M,B,N,PL,PL 215.50   03    AM2,DISOBEY MANDATE EXC  JL 753A-2,C,Order of Protection,TRUE,Albany,NY,Black,POINT (-73.7866126905 42.6626959378)
APD*210001384,"21,027,448",8/17/2021 0:00,9:35,23,M,W,H,PL,PL 145.10         DF2,CRIMINAL MISCHIEF - 2ND,C,Complaint,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000292,"21,021,537",2/22/2021 0:00,14:00,48,M,B,N,PL,PL 135.20         BF2,KIDNAPPING 2ND,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000295,"21,021,995",2/22/2021 0:00,11:40,22,M,W,N,PL,PL 120.05   03    DF2,ASLT W/INT CAUS PH INJ TO OFF,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7592617522 42.6392747943)
APD*210000557,"21,008,935",4/9/2021 0:00,10:32,58,M,B,N,PL,PL 155.30   01    EF4,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,C,Complaint,FALSE,Albany,NY,Black,POINT (-73.7781040852 42.6749695802)
APD*210001003,"21,077,326",6/20/2021 0:00,2:06,23,M,B,N,PL,PL 140.25   02    CF2,BURG:W/CRI INT - DWELLING,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7532258347 42.6622200365)
APD*210000559,"21,027,688",4/9/2021 0:00,10:10,56,M,W,N,PL,PL 155.30   04    EF4,GRAND LARCENY 4  CREDIT CARD,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210001327,"21,103,002",8/9/2021 0:00,10:38,42,M,W,N,PL,PL 135.05         AM2,UNLAWFUL IMPRISONMENT 2ND,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7866126905 42.6626959378)
APD*210000647,"21,051,201",4/27/2021 0:00,14:44,21,M,B,N,PL,PL 205.30         AM0,RESISTING ARREST,C,Crime in Progress,FALSE,Albany,NY,Black,POINT (-73.7532258347 42.6622200365)
APD*210001135,"21,086,004",7/6/2021 0:00,20:02,18,F,B,N,PL,PL 120.14   01    AM2,MENACING-2ND - WEAPON,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210001132,"20,138,320",7/6/2021 0:00,15:45,33,M,W,N,PL,PL 145.60   02    AM0,MAKING GRAFFITI,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000768,"21,060,702",5/17/2021 0:00,17:45,24,M,B,N,PL,PL 265.01-B       EF0,CRIMINAL POSSESSION FIREARM,C,Crime in Progress,FALSE,Albany,NY,Arbor Hill Concerned Citizens,POINT (-73.7532258347 42.6622200365)
APD*210000339,"20,052,999",3/2/2021 0:00,6:12,32,M,B,N,PL,PL 240.26   01    0V2,HARRASSMENT 2ND- PHY CONTACT,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000052,"21,005,347",1/14/2021 0:00,2:48,37,F,W,N,PL,PL 165.05         AM3,UNAUTHORIZED USE OF VEHICLE-3,C,Crime in Progress,FALSE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210001379,"21,042,517",8/16/2021 0:00,17:29,47,M,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Arrest Warrant,FALSE,Albany,NY,No. Albany / Shaker Park,POINT (-73.7452874985 42.6728269867)
APD*210001325,"21,030,179",8/9/2021 0:00,10:30,19,M,B,N,PL,PL 125.25   01    AF2,MURDER  INTENTION,A,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000188,"21,014,700",2/4/2021 0:00,21:51,47,M,W,N,PL,PL 215.50   03    AM2,DISOBEY MANDATE EXC  JL 753A-2,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001326,"21,030,179",8/9/2021 0:00,10:30,18,M,B,N,PL,PL 125.25   01    AF2,MURDER  INTENTION,A,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000071,"19,146,011",1/17/2021 0:00,13:14,33,M,W,N,PL,PL 240.26   01    0V2,HARRASSMENT 2ND- PHY CONTACT,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000042,"21,004,421",1/11/2021 0:00,19:20,19,F,W,N,PL,PL 220.09   01    CF4,CRIM POSS NARCO DRUG,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001182,"20,024,347",7/15/2021 0:00,21:40,23,M,B,N,PL,PL 240.26   01    0V2,HARRASSMENT 2ND- PHY CONTACT,C,Arrest Warrant,FALSE,Albany,NY,Arbor Hill Concerned Citizens,POINT (-73.7532258347 42.6622200365)
APD*210000041,"21,004,421",1/11/2021 0:00,19:20,18,M,B,N,PL,PL 220.16   01    BF3,CRIM POSS NARCO DRUG INT/SELL,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001387,"21,093,579",8/17/2021 0:00,12:00,27,M,B,N,PL,PL 125.25   01    AF2,MURDER  INTENTION,A,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001672,"21,004,039",9/16/2021 0:00,21:00,25,M,B,N,PL,PL 160.15   04    BF1,ROB 1ST/DISPLAY FIREARM,C,Complaint,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000704,"21,035,334",5/6/2021 0:00,10:30,23,M,B,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000045,"20,103,836",1/12/2021 0:00,9:00,60,M,B,N,PL,PL 155.35         DF3,GRAND LARCENY 3 VALUE GREATER THAN $3000,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000715,"21,055,591",5/6/2021 0:00,22:43,22,M,B,H,PL,PL 220.16   03    BF3,CRIM POSS STIMULANT W/INT/SELL,C,Crime in Progress,FALSE,Albany,NY,Buckingham Lake,POINT (-73.8077747933 42.6643540181)
APD*210001654,"21,122,161",9/14/2021 0:00,13:41,28,M,B,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Crime in Progress,TRUE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210001082,"21,061,995",6/27/2021 0:00,18:09,38,M,W,N,PL,PL 140.25   02    CF2,BURG:W/CRI INT - DWELLING,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000119,"21,010,082",1/25/2021 0:00,10:44,61,M,B,N,PL,PL 140.25   02    CF2,BURG:W/CRI INT - DWELLING,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210001079,"21,081,057",6/27/2021 0:00,14:00,34,M,W,N,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000064,"21,006,081",1/15/2021 0:00,16:25,26,F,B,N,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001373,"21,078,432",8/15/2021 0:00,22:30,32,M,B,U,PL,PL 145.05   02    EF3,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000031,"20,162,478",1/11/2021 0:00,9:18,26,M,B,N,PL,PL 265.03   02    CF2,CRIM POSS WEAP - 5 OR MORE FIREARMS,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001475,"21,114,330",8/30/2021 0:00,18:32,19,M,B,N,PL,PL 265.02   08    DF3,CRIM POSS WEAP 3RD-AMMO CLIP,C,Crime in Progress,TRUE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210000510,"20,147,957",3/29/2021 0:00,18:01,19,M,W,N,PL,PL 130.65   02    DF1,SX ABUSE  CONTCT W/PH HLPLS IND,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000507,"20,094,409",3/29/2021 0:00,11:55,40,F,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000338,"20,053,334",3/2/2021 0:00,6:12,31,M,B,N,PL,PL 145.00   01    AM4,CRIM MIS INTENT DAMAGE PROPRTY,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001081,"21,081,050",6/27/2021 0:00,11:36,26,M,B,N,PL,PL 145.05   02    EF3,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210001380,"21,106,931",8/16/2021 0:00,17:10,31,M,B,N,PL,PL 215.50   03    AM2,DISOBEY MANDATE EXC  JL 753A-2,C,Order of Protection,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001659,"21,114,760",9/15/2021 0:00,22:09,22,F,B,N,PL,PL 155.35         DF3,GRAND LARCENY 3 VALUE GREATER THAN $3000,C,Complaint,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001671,"21,092,536",9/16/2021 0:00,16:55,40,M,B,H,PL,PL 120.14   01    AM2,MENACING-2ND - WEAPON,C,Crime in Progress,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000705,"21,041,146",5/6/2021 0:00,10:45,26,M,B,N,PL,PL 240.26   01    0V2,HARRASSMENT 2ND- PHY CONTACT,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001133,"21,083,248",7/6/2021 0:00,19:14,40,M,W,N,PL,PL 155.30   01    EF4,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,C,Complaint,FALSE,Albany,NY,Black,
APD*210000027,"21,003,620",1/9/2021 0:00,17:12,51,F,B,H,PL,PL 165.05   01    AM3,UNAUTH USE VEH W/O OWNR CONST,C,Crime in Progress,FALSE,Albany,NY,Upper Washington Avenue,POINT (-73.7985897295 42.6817391392)
APD*210000937,"21,073,520",6/12/2021 0:00,6:57,41,M,B,N,PL,PL 215.51   C     EF1,CRIM CONTEMPT 1/PRIOR CONV,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000940,"21,073,877",6/12/2021 0:00,22:45,40,M,B,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Complaint,FALSE,Albany,NY,Black,
APD*210000939,"20,092,207",6/12/2021 0:00,21:08,48,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001137,"21,085,952",7/6/2021 0:00,17:36,40,M,W,N,PL,PL 220.03         AM7,CRIM POSS CONTRL SUBST,C,Complaint,FALSE,Albany,NY,Black,
APD*210000505,"21,004,473",3/29/2021 0:00,10:15,41,M,B,N,PL,PL 160.10   02A   CF2,ROB 2 CAUSES PHYSICAL INJURY,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001179,"20,155,051",7/15/2021 0:00,7:50,32,M,B,N,PL,PL 155.30   04    EF4,GRAND LARCENY 4  CREDIT CARD,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*21014330,"21,014,330",6/2/2021 0:00,16:15,34,M,W,N,PL,PL 140.25   02    CF2,BURG:W/CRI INT - DWELLING,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000875,"20,145,059",6/2/2021 0:00,6:15,34,M,W,N,PL,PL 215.50   06    AM2,"FAIL TO OBEY MNDTE-JL/16,17,18A-B",C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001474,"21,076,632",8/30/2021 0:00,14:37,21,F,B,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Complaint,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210001476,"21,013,163",8/31/2021 0:00,0:40,37,F,B,N,PL,PL 165.45   02    EF4,CPSP 4 CREDIT CARD,C,Complaint,TRUE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000566,"21,043,868",4/10/2021 0:00,17:01,46,M,B,N,PL,PL 215.50   03    AM2,DISOBEY MANDATE EXC  JL 753A-2,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210000236,"21,018,104",2/12/2021 0:00,18:57,28,M,W,N,PL,PL 220.03         AM7,CRIM POSS CONTRL SUBST,C,Crime in Progress,FALSE,Albany,NY,Black,
APD*210001014,"20,145,647",6/22/2021 0:00,13:30,40,M,W,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Arrest Warrant,FALSE,Albany,NY,Black,
APD*210001656,"21,122,432",9/14/2021 0:00,22:21,56,M,B,N,PL,PL 121.11   A     AM0,OBSTRUCTION BREATHING/BLOOD CIRCULATION-APPLY PRESSURE,C,Crime in Progress,TRUE,Albany,NY,Arbor Hill Concerned Citizens,POINT (-73.7532258347 42.6622200365)
APD*210000873,"20,144,999",6/2/2021 0:00,16:15,34,M,W,N,PL,PL 215.51         EF1,CRIMINAL CONTEMPT 1ST,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000565,"21,043,736",4/10/2021 0:00,11:28,33,M,B,N,PL,PL 155.25         AM0,PETIT LARCENY,C,Crime in Progress,FALSE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210000239,"21,018,170",2/12/2021 0:00,22:30,56,M,W,N,PL,PL 120.14   01    AM2,MENACING-2ND - WEAPON,,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000241,"21,018,185",2/12/2021 0:00,23:48,59,M,W,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Crime in Progress,FALSE,Albany,NY,Pine Hills,POINT (-73.7866126905 42.6626959378)
APD*210001385,"21,093,361",8/17/2021 0:00,12:00,27,M,B,N,PL,PL 120.05   02    DF2,ASLT W/INT CAUSE PH INJ W/WEAP,C,Crime in Progress,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000601,"21,047,994",4/20/2021 0:00,1:33,37,F,B,N,PL,PL 145.00   03    AM4,CRIM MIS RCKLS PROP DAM GREATER THAN $250,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000564,"21,043,662",4/10/2021 0:00,5:19,32,M,B,N,PL,PL 215.50   03    AM2,DISOBEY MANDATE EXC  JL 753A-2,C,Crime in Progress,FALSE,Albany,NY,West End,POINT (-73.7781040852 42.6749695802)
APD*210000602,"20,073,456",4/20/2021 0:00,8:45,19,F,B,U,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000653,"21,046,870",4/28/2021 0:00,17:25,33,F,B,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Complaint,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000131,"21,001,968",1/26/2021 0:00,10:00,38,M,B,N,PL,PL 120.00   01    AM3,ASLT W/INT CAUSES PHYS INJURY,C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
APD*210000872,"20,147,107",6/2/2021 0:00,16:15,34,M,W,N,PL,PL 215.50   06    AM2,"FAIL TO OBEY MNDTE-JL/16,17,18A-B",C,Arrest Warrant,FALSE,Albany,NY,South End,POINT (-73.7592617522 42.6392747943)
